tingkat_kelas,jalur_masuk,pendapatan_ortu,jumlah_tanggungan,jarak_rumah_km,riwayat_tunggakan_bulan,nominal_tagihan,status_pembayaran
1,1,10588503.0,5,75,0,500000,0
1,3,8132142.0,3,14,0,750000,0
2,3,9156495.0,1,131,0,500000,0
5,3,1745144.0,4,114,2,1000000,0
4,3,13912835.0,1,62,3,1500000,0
3,3,5322727.0,5,106,3,1500000,0
2,3,2744360.0,1,64,2,1500000,1
5,3,8725593.0,4,102,0,500000,0
4,3,6470809.0,3,106,0,750000,0
4,3,4549316.0,2,20,1,500000,1
2,3,8122575.0,1,58,1,1500000,1
0,0,9003276.0,2,112,1,1000000,1
3,3,12438173.0,5,57,2,750000,0
4,0,11038342.0,3,119,3,500000,0
2,0,8767807.0,3,97,1,500000,0
2,3,11735193.0,1,92,3,750000,1
5,3,4460883.0,3,52,3,750000,0
0,3,13996226.0,1,37,3,1000000,1
3,3,2406450.0,1,8,2,750000,1
1,3,11371403.0,2,44,2,1000000,0
5,3,1782140.0,3,98,2,1500000,1
4,3,8211492.0,1,133,2,1500000,1
4,0,11497403.0,2,118,1,500000,1
5,3,2058981.0,4,69,0,1500000,0
2,0,11931929.0,2,45,0,1500000,0
4,3,9997552.0,2,137,0,1000000,0
0,0,3297519.0,1,32,1,500000,0
3,3,5377590.0,5,33,0,750000,1
0,3,9183647.0,5,126,1,500000,1
4,3,5215929.0,5,67,1,1500000,0
1,3,11847299.0,2,30,1,750000,1
3,3,5891401.0,1,114,0,500000,0
3,1,4428100.0,3,29,3,500000,1
5,3,12597844.0,2,131,0,500000,0
5,3,3453341.0,2,30,0,500000,0
1,2,2473737.0,1,137,2,1000000,0
2,0,11021995.0,4,130,1,500000,1
3,3,6933001.0,2,62,3,1500000,1
1,3,5402908.0,4,3,2,1500000,1
5,3,8171628.0,4,68,3,1000000,1
5,3,9403498.0,5,25,3,750000,1
3,2,7562133.0,1,141,1,750000,1
0,1,14537063.0,4,44,0,1500000,1
4,2,12527047.0,1,55,1,1500000,1
5,0,7198618.0,5,137,1,1000000,1
2,3,9140888.0,1,130,2,750000,0
2,2,10584140.0,2,41,1,750000,0
5,0,1795866.0,4,64,0,500000,0
0,3,10685665.0,1,31,3,500000,1
0,0,14281149.0,3,47,1,500000,1
1,3,7736893.0,1,130,3,1000000,1
2,3,8322603.0,4,96,1,1500000,1
1,0,8750569.0,5,77,3,1000000,1
2,3,3305518.0,5,110,1,750000,1
4,3,13323696.0,4,69,2,1500000,0
4,3,12825145.0,2,58,3,500000,0
3,3,5123425.0,2,106,1,1000000,1
1,1,5099537.0,5,44,1,1000000,1
5,3,12035282.0,5,74,2,500000,1
1,3,8021689.0,4,56,2,1000000,0
5,2,8189558.0,2,127,2,500000,1
0,3,7798941.0,5,30,3,750000,1
1,3,7510224.0,2,71,3,1500000,0
0,3,11871455.0,5,118,2,750000,1
4,0,12098461.0,1,55,0,750000,0
4,3,5591685.0,3,67,0,500000,0
3,3,10095960.0,1,141,1,1000000,1
1,3,11564110.0,5,3,0,750000,1
0,3,1684514.0,3,26,1,750000,1
5,3,8236549.0,3,57,3,750000,1
4,3,10687266.0,5,126,3,1000000,1
4,3,11746204.0,5,53,0,1000000,0
5,2,2758624.0,2,43,3,500000,1
0,3,7429949.0,5,49,2,750000,1
0,0,8796991.0,4,42,2,1500000,1
1,1,10851060.0,5,11,0,1000000,0
1,0,6283725.0,4,103,0,500000,0
2,3,11659002.0,5,98,1,750000,0
2,3,8171203.0,2,146,3,1500000,0
3,3,14025333.0,4,85,1,1000000,1
4,3,4250025.0,1,100,1,1500000,0
1,3,9285446.0,4,104,2,1000000,1
0,1,11978542.0,2,46,2,500000,0
5,0,7235630.0,4,44,2,1500000,0
0,3,4426979.0,5,22,2,750000,1
4,3,4014399.0,5,114,1,750000,1
2,0,14551670.0,2,125,2,1000000,0
0,3,13684438.0,3,124,3,750000,1
3,3,2455205.0,5,30,2,1500000,1
4,0,8166199.0,1,8,2,500000,0
2,3,12011699.0,2,98,2,1000000,1
5,3,2466649.0,4,57,0,1500000,1
2,3,8993971.0,4,111,3,1000000,0
3,0,6480939.0,1,73,3,500000,0
4,3,10822656.0,5,115,1,1000000,1
5,3,12919163.0,2,20,1,750000,1
3,3,11752679.0,1,25,2,750000,0
2,3,14610948.0,5,19,0,1000000,1
3,3,9076126.0,2,5,1,500000,1
4,2,11316597.0,4,75,1,500000,1
1,3,11921317.0,2,128,2,750000,1
3,0,6561500.0,3,72,2,500000,0
3,3,2700532.0,2,40,1,1000000,0
2,3,8996287.0,3,26,1,1500000,0
2,3,6693378.0,2,27,3,1000000,1
5,3,1964462.0,3,83,0,750000,0
2,3,12880228.0,4,128,3,750000,1
0,3,6368923.0,5,33,1,750000,1
4,3,12888717.0,3,97,3,500000,0
4,3,13461009.0,3,111,3,1000000,0
1,3,12333583.0,4,16,1,1500000,0
1,2,8211492.0,3,23,2,1000000,0
4,1,9430221.0,1,135,1,1500000,0
1,3,7510554.0,4,26,2,1000000,1
5,3,12161367.0,1,96,1,750000,0
2,3,6103623.0,4,12,1,1500000,1
4,3,9462366.0,3,72,1,1000000,0
1,3,12337916.0,1,133,0,500000,0
4,2,13636902.0,3,106,2,500000,0
0,3,1774535.0,4,117,0,1000000,0
3,3,13136812.0,3,26,1,750000,0
2,0,6640709.0,1,133,3,1500000,1
4,3,3980017.0,1,22,0,1000000,0
3,0,6316129.0,3,13,2,500000,0
1,3,9707623.0,2,107,1,1500000,0
3,3,14019754.0,4,23,0,500000,0
2,3,2417472.0,4,97,3,500000,1
4,3,12167189.0,3,18,0,1000000,0
0,1,5149279.0,2,117,2,500000,0
1,3,11893125.0,1,30,0,1500000,0
4,1,6516239.0,5,26,3,750000,1
2,3,11950970.0,5,144,3,1000000,0
1,3,13521011.0,3,39,2,1500000,0
5,3,4721131.0,2,130,3,1000000,1
3,3,11895946.0,2,113,1,500000,0
2,1,10477182.0,4,134,3,500000,0
5,3,3934138.0,1,46,1,1500000,0
4,3,9993535.0,2,50,0,1500000,0
0,3,11738524.0,5,106,1,750000,1
1,3,12471593.0,1,146,1,1500000,1
3,3,9283874.0,1,72,0,1500000,0
1,3,8211492.0,3,74,3,1000000,1
4,0,5717690.0,2,17,1,500000,0
1,3,5149886.0,3,70,3,1500000,1
3,3,7033326.0,2,6,0,750000,0
4,3,5946460.0,4,26,2,1500000,1
1,3,8793708.0,3,140,3,500000,1
0,1,6544080.0,3,99,3,1500000,0
2,3,2453122.0,5,142,2,1000000,1
4,3,13932371.0,3,22,2,500000,0
2,3,6163754.0,2,51,0,1500000,0
4,3,6017562.0,5,104,3,1000000,1
0,3,8040180.0,3,89,3,500000,0
2,1,12186962.0,3,141,0,1500000,0
5,2,10003197.0,4,138,3,1000000,1
3,1,2693982.0,3,9,1,750000,1
5,3,10507611.0,1,79,1,1000000,1
1,3,10082447.0,5,52,1,750000,1
0,3,8154754.0,1,130,3,1500000,1
5,3,2006453.0,5,13,1,1000000,1
4,0,12936197.0,4,51,1,750000,0
1,3,8048894.0,3,34,0,500000,0
1,0,12815661.0,3,35,0,1000000,0
5,2,12412663.0,3,131,2,1500000,1
5,3,12878801.0,5,120,2,500000,1
0,3,14528784.0,3,70,2,750000,1
3,3,4007743.0,1,147,2,1000000,1
5,3,3055811.0,3,67,0,1000000,0
5,0,6577198.0,4,103,0,1500000,1
2,3,11544650.0,1,73,0,500000,0
4,3,7684377.0,3,116,1,1000000,1
2,3,5345474.0,3,133,1,1000000,0
2,1,5424482.0,2,67,2,500000,0
1,3,4732452.0,5,139,1,1000000,0
3,0,6447796.0,1,121,3,500000,1
4,3,5790697.0,2,94,0,500000,0
0,2,13634936.0,4,129,2,500000,0
0,2,14050211.0,5,91,2,1500000,0
5,3,11798940.0,1,92,3,500000,0
5,3,8386940.0,3,63,1,500000,0
0,2,13628638.0,1,29,2,750000,1
5,3,12387186.0,3,12,1,750000,0
3,2,5312010.0,5,77,1,1500000,0
2,3,2978081.0,3,41,3,500000,1
5,0,3070889.0,4,130,2,750000,1
1,2,8873372.0,3,37,1,750000,0
5,1,12287754.0,4,24,1,1000000,0
4,3,4571640.0,5,99,3,500000,1
3,3,11434099.0,5,100,3,750000,1
4,3,14720911.0,1,139,1,1500000,1
4,3,14822450.0,4,58,3,1000000,0
1,3,6753974.0,4,29,1,1000000,1
3,3,11811575.0,2,143,2,500000,0
3,2,2450922.0,2,60,0,500000,0
3,3,3184449.0,2,95,3,1000000,0
3,3,10354198.0,3,42,0,1500000,0
3,3,7253371.0,2,43,1,500000,1
1,3,2933284.0,4,74,1,500000,1
5,3,2617374.0,3,64,1,1000000,0
4,1,4499610.0,5,2,0,1000000,0
3,1,3798756.0,1,66,1,500000,1
5,3,8600052.0,2,31,3,750000,0
5,3,4288107.0,5,115,2,500000,0
4,2,9918865.0,4,26,2,750000,1
1,3,6101731.0,1,29,3,1000000,1
0,3,8673877.0,5,78,2,750000,1
0,3,2485257.0,1,25,0,1500000,1
5,3,2601267.0,2,48,1,1000000,0
2,3,11944453.0,4,65,1,500000,0
